Date_Time,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,Load_Type
2018-01-01 05:15:00,3.56,4.07,0.0,0.0,65.84,100.0,18900.0,Light_Load
2018-01-01 05:30:00,3.56,7.683591053834688,0.0,0.0,65.56,100.0,19800.0,Light_Load
2018-01-01 05:45:00,3.28,3.49,0.0,0.0,68.48,100.0,20700.0,Light_Load
2018-01-01 06:00:00,3.78,4.32,0.0,0.0,65.85,100.0,21600.0,Light_Load
2018-01-01 06:15:00,3.35,7.110590613914561,0.0,0.0,67.72,100.0,22500.0,Light_Load
2018-01-01 06:30:00,3.24,3.35,0.0,0.0,69.52,100.0,23400.0,Light_Load
2018-01-01 06:45:00,3.89,4.46,0.0,0.0,65.73,100.0,24300.0,Light_Load
2018-01-01 07:00:00,3.31,5.18,0.0,0.0,68.4,100.0,25200.0,Light_Load
2018-01-01 07:15:00,3.28,6.460505873716799,0.0,0.0,88.19,100.0,26100.0,Light_Load
2018-01-01 07:30:00,3.85,4.75,0.0,0.0,62.97,100.0,27000.0,Light_Load
2018-01-01 07:45:00,3.2,3.6,0.0,0.0,66.44,100.0,27900.0,Light_Load
2018-01-01 08:00:00,3.31,11.28046563672144,0.0,0.0,65.88,100.0,28800.0,Light_Load
2018-01-01 08:15:00,3.78,4.75,0.0,0.0,88.19,100.0,29700.0,Light_Load
2018-01-01 08:30:00,3.28,3.74,0.0,0.0,65.94,100.0,30600.0,Light_Load
2018-01-01 08:45:00,3.49,4.46,0.18,0.0,61.63,99.87,31500.0,Light_Load
2018-01-01 09:00:00,3.89,0.0,15.66,0.0,100.0,24.11,32400.0,Light_Load
2018-01-01 09:15:00,6.231377186121753,0.0,16.96,0.0,100.0,20.76,33300.0,Light_Load
2018-01-01 09:30:00,4.03,0.0,21.28,0.0,100.0,33.91900524040777,34200.0,Light_Load
2018-01-01 09:45:00,3.92,0.0,29.314411023953777,0.0,100.0,19.98,85881.71820216988,Light_Load
2018-01-01 10:00:00,3.64,0.0,16.88,0.0,100.0,21.08,36000.0,Light_Load
2018-01-01 10:15:00,4.07,0.0,22.32,0.0,100.0,17.94,36900.0,Light_Load
2018-01-01 10:30:00,3.71,0.0,18.0,0.0,100.0,20.19,37800.0,Light_Load
2018-01-01 10:45:00,3.6,0.0,16.92,0.0,100.0,20.81,38700.0,Light_Load
2018-01-01 11:00:00,4.21,0.0,23.4,0.0,88.19,17.71,39600.0,Light_Load
2018-01-01 11:15:00,3.49,0.0,5.65,0.0,100.0,52.55,40500.0,Light_Load
2018-01-01 11:30:00,3.46,0.0,9.878016792615409,0.0,100.0,58.31,41400.0,Light_Load
2018-01-01 11:45:00,4.0,0.0,6.7,0.0,100.0,51.26,42300.0,Light_Load
2018-01-01 12:00:00,3.49,0.0,4.57,0.0,100.0,60.69,43200.0,Light_Load
2018-01-01 12:15:00,3.6,0.0,12.89,0.0,100.0,26.9,44100.0,Light_Load
2018-01-01 12:30:00,4.25,0.0,23.15,0.0,100.0,18.06,45000.0,Light_Load
2018-01-01 12:45:00,3.67,0.0,16.67,0.0,100.0,21.5,45900.0,Light_Load
2018-01-01 13:00:00,3.67,0.0,16.63,0.0,100.0,21.55,46800.0,Light_Load
2018-01-01 13:15:00,12.002161722423963,0.0,50.48338746977535,0.0,100.0,17.92,47700.0,Light_Load
2018-01-01 13:30:00,3.64,0.0,35.03628485736952,0.0,100.0,21.25,48600.0,Light_Load
2018-01-01 13:45:00,9.334563839492382,0.0,16.99,0.0,100.0,21.11,49500.0,Light_Load
2018-01-01 14:00:00,4.28,0.0,23.4,0.0,100.0,17.99,50400.0,Light_Load
2018-01-01 14:15:00,3.64,0.0,16.67,0.0,100.0,21.33,51300.0,Light_Load
2018-01-01 14:30:00,3.78,0.0,40.74896603373533,0.0,100.0,51.168285682531256,52200.0,Light_Load
2018-01-01 14:45:00,4.1,0.0,22.1,0.0,88.19,28.972312031235862,53100.0,Light_Load
2018-01-01 15:00:00,3.64,0.0,16.7,0.0,100.0,21.3,54000.0,Light_Load
2018-01-01 15:15:00,3.92,0.0,19.33,0.0,100.0,19.87,54900.0,Light_Load
2018-01-01 15:30:00,4.1,0.0,21.35,0.0,100.0,18.86,55800.0,Light_Load
2018-01-01 15:45:00,3.6,0.0,16.81,0.0,100.0,20.94,56700.0,Light_Load
2018-01-01 16:00:00,3.96,0.0,41.719542569850894,0.0,100.0,19.01,57600.0,Light_Load
2018-01-01 16:15:00,4.0,0.0,20.77,0.0,100.0,52.06438595699283,58500.0,Light_Load
2018-01-01 16:30:00,3.6,0.0,16.81,0.0,100.0,20.94,59400.0,Light_Load
2018-01-01 16:45:00,7.935967631434458,0.0,21.64,0.0,100.0,18.48,60300.0,Light_Load
2018-01-01 17:00:00,3.82,0.0,19.19,0.0,100.0,19.52,61200.0,Light_Load
2018-01-01 17:15:00,10.657629845750622,0.0,50.03892774978254,0.0,88.19,20.54,62100.0,Light_Load
2018-01-01 17:30:00,11.620972031078365,0.0,23.51,0.0,88.19,31.15401116164054,63000.0,Light_Load
2018-01-01 17:45:00,3.6,0.0,17.39,0.0,88.19,20.27,63900.0,Light_Load
2018-01-01 18:00:00,3.6,0.0,17.35,0.0,100.0,100.0,64800.0,Light_Load
2018-01-01 18:15:00,4.0,0.0,8.96,0.0,100.0,40.77,65700.0,Light_Load
2018-01-01 18:30:00,3.42,0.0,13.558849709460471,0.0,100.0,53.01,66600.0,Light_Load
2018-01-01 18:45:00,3.67,0.0,0.0,0.0,88.19,40.413505819575,67500.0,Light_Load
2018-01-01 19:00:00,4.07,0.0,22.57,0.0,100.0,17.75,68400.0,Light_Load
2018-01-01 19:15:00,6.359452343094225,0.0,17.39,0.0,100.0,100.0,69300.0,Light_Load
2018-01-01 19:30:00,3.85,0.0,20.74,0.0,100.0,18.25,70200.0,Light_Load
2018-01-01 19:45:00,3.96,0.0,20.88,0.0,100.0,29.01533067087176,71100.0,Light_Load
2018-01-01 20:00:00,3.56,0.0,0.0,0.0,100.0,20.1,72000.0,Light_Load
2018-01-01 20:15:00,4.03,0.0,22.54,0.0,100.0,45.60274904790906,72900.0,Light_Load
2018-01-01 20:30:00,3.74,0.0,19.55,0.0,100.0,45.35593785061576,73800.0,Light_Load
2018-01-01 20:45:00,3.56,0.0,17.42,0.0,100.0,20.02,74700.0,Light_Load
2018-01-01 21:00:00,4.21,0.0,24.26,0.0,100.0,36.12759506848969,75600.0,Light_Load
2018-01-01 21:15:00,3.56,0.0,17.75,0.0,100.0,19.66,76500.0,Light_Load
2018-01-01 21:30:00,5.29,0.0,17.42,0.0,88.19,19.86,77400.0,Light_Load
2018-01-01 21:45:00,4.25,0.0,25.2,0.0,100.0,16.63,78300.0,Light_Load
2018-01-01 22:00:00,3.53,0.0,17.5,0.0,100.0,100.0,79200.0,Light_Load
2018-01-01 22:15:00,3.56,1.44,0.0,0.0,92.7,33.3,80100.0,Light_Load
2018-01-01 22:30:00,3.67,6.980361394945944,0.0,0.0,65.71,100.0,81000.0,Light_Load
2018-01-01 22:45:00,3.24,3.35,0.0,0.0,69.52,100.0,81900.0,Light_Load
2018-01-01 23:00:00,3.53,3.74,0.0,0.0,68.64,100.0,82800.0,Light_Load
2018-01-01 23:15:00,3.53,9.612362660762502,0.0,0.0,71.82,100.0,83700.0,Light_Load
2018-01-01 23:30:00,3.24,2.95,0.0,0.0,88.19,100.0,84600.0,Light_Load
2018-01-01 23:45:00,5.29,6.406411134145468,0.0,0.0,67.97,100.0,85500.0,Light_Load
2018-01-02 00:00:00,4.61,4.21,0.0,0.0,73.84,100.0,0.0,Light_Load
2018-01-02 00:15:00,3.2,3.1,0.0,0.0,71.82,100.0,900.0,Light_Load
2018-01-02 00:30:00,3.85,5.18,0.0,0.0,64.1,100.0,1800.0,Light_Load
2018-01-02 00:45:00,3.28,3.67,0.0,0.0,66.64,100.0,2700.0,Light_Load
2018-01-02 01:00:00,3.35,3.6,0.0,0.0,68.12,100.0,3600.0,Light_Load
2018-01-02 01:15:00,3.89,4.72,0.0,0.0,63.6,100.0,4500.0,Light_Load
2018-01-02 01:30:00,3.28,3.53,0.0,0.0,68.07,100.0,5400.0,Light_Load
2018-01-02 01:45:00,3.46,3.96,0.0,0.0,88.19,100.0,45000.0,Light_Load
2018-01-02 02:00:00,3.78,4.82,0.0,0.0,61.71,100.0,7200.0,Light_Load
2018-01-02 02:15:00,3.31,3.53,0.0,0.0,68.4,100.0,8100.0,Light_Load
2018-01-02 02:30:00,3.6,4.36,0.0,0.0,63.67,100.0,9000.0,Light_Load
2018-01-02 02:45:00,3.64,4.39,0.0,0.0,63.83,100.0,9900.0,Light_Load
2018-01-02 03:00:00,3.28,8.107086715450537,0.0,0.0,66.24,100.0,26606.510956038102,Light_Load
2018-01-02 03:15:00,3.71,8.80412388184184,0.0,0.0,97.96450529585744,100.0,11700.0,Light_Load
2018-01-02 03:30:00,3.56,4.03,0.0,0.0,66.21,100.0,45000.0,Light_Load
2018-01-02 03:45:00,3.24,3.49,0.0,0.0,68.04,100.0,13500.0,Light_Load
2018-01-02 04:00:00,3.89,4.64,0.0,0.0,64.25,100.0,14400.0,Light_Load
2018-01-02 04:15:00,3.28,8.841886500146401,0.0,0.0,69.22,100.0,15300.0,Light_Load
2018-01-02 04:30:00,3.28,6.653234170079498,0.0,0.0,68.48,100.0,16200.0,Light_Load
2018-01-02 04:45:00,3.96,4.68,0.0,0.0,64.59,100.0,17100.0,Light_Load
2018-01-02 05:00:00,3.24,3.42,0.0,0.0,68.77,100.0,18000.0,Light_Load
2018-01-02 05:15:00,10.379872233494323,3.78,0.0,0.0,67.52,100.0,18900.0,Light_Load
2018-01-02 05:30:00,3.67,4.07,0.0,0.0,66.97,100.0,19800.0,Light_Load
2018-01-02 05:45:00,3.24,3.42,0.0,0.0,68.77,100.0,20700.0,Light_Load
2018-01-02 06:00:00,3.67,3.96,0.0,0.0,67.97,100.0,21600.0,Light_Load
2018-01-02 06:15:00,3.53,3.78,0.0,0.0,68.25,100.0,22500.0,Light_Load
2018-01-02 06:30:00,3.2,3.24,0.0,0.0,70.27,100.0,23400.0,Light_Load
2018-01-02 06:45:00,3.78,4.07,0.0,0.0,68.05,100.0,24300.0,Light_Load
2018-01-02 07:00:00,3.35,3.35,0.0,0.0,70.71,100.0,25200.0,Light_Load
2018-01-02 07:15:00,3.53,3.49,0.0,0.0,71.11,100.0,39426.52159199824,Light_Load
2018-01-02 07:30:00,6.3,4.57,0.0,0.0,80.95,100.0,27000.0,Light_Load
2018-01-02 07:45:00,6.05,4.79,0.0,0.0,78.4,100.0,27900.0,Light_Load
2018-01-02 08:00:00,6.73,4.54,0.0,0.0,88.19,100.0,28800.0,Light_Load
2018-01-02 08:15:00,29.02,18.83,0.07,0.0,83.89,100.0,29700.0,Light_Load
2018-01-02 08:30:00,46.19,28.66,0.0,0.0,84.97,100.0,30600.0,Light_Load
2018-01-02 08:45:00,52.06,35.32,0.0,0.0,88.19,100.0,31500.0,Light_Load
2018-01-02 09:00:00,56.2,5.18,0.11,0.0,97.6,100.0,32400.0,Light_Load
2018-01-02 09:15:00,56.84,8.32,0.0,0.0,88.19,100.0,33300.0,Medium_Load
2018-01-02 09:30:00,51.26,4.54,0.94,0.0,99.61,99.98,34200.0,Medium_Load
2018-01-02 09:45:00,48.13,2.34,1.15,0.0,99.88,99.97,35100.0,Medium_Load
2018-01-02 10:00:00,52.81,7.06,0.54,0.0,88.19,99.99,36000.0,Medium_Load
2018-01-02 10:15:00,54.79,7.52,0.3460346233547498,0.0,99.07,100.0,36900.0,Maximum_Load
2018-01-02 10:30:00,5.29,20.692500910372846,0.1808229871059632,0.0,98.79,100.0,45000.0,Maximum_Load
2018-01-02 10:45:00,80.21,32.4,0.0,0.0,92.72,100.0,38700.0,Maximum_Load
2018-01-02 11:00:00,169.17773028452336,25.49,0.0,0.0,88.19,100.0,39600.0,Maximum_Load
2018-01-02 11:15:00,128.52,70.85,0.0,0.0,87.57,100.0,40500.0,Maximum_Load
2018-01-02 11:30:00,144.47,78.48,0.0,0.0,90.08,100.0,41400.0,Maximum_Load
2018-01-02 11:45:00,90.86,54.29,0.0,0.0,85.84,100.0,111827.44568816756,Maximum_Load
2018-01-02 12:00:00,123.3,66.06,0.0,0.0,88.15,100.0,43200.0,Maximum_Load
2018-01-02 12:15:00,31.533452631322103,5.54,18.9,0.0,96.09,71.3,44100.0,Medium_Load
2018-01-02 12:30:00,8.46,0.0,25.92,0.0,100.0,31.03,45000.0,Medium_Load
2018-01-02 12:45:00,8.24,0.0,25.34,0.0,100.0,30.92,45900.0,Medium_Load
2018-01-02 13:00:00,8.03,0.0,25.49,0.0,100.0,30.05,46800.0,Medium_Load
2018-01-02 13:15:00,79.67,5.18,6.52,0.0,94.6,99.67,47700.0,Medium_Load
2018-01-02 13:30:00,97.85,46.8,0.0,0.0,90.21,100.0,48600.0,Medium_Load
2018-01-02 13:45:00,124.45,49.79,0.0,0.0,92.85,100.0,49500.0,Medium_Load
2018-01-02 14:00:00,108.61,43.34,0.0,0.0,92.88,100.0,50400.0,Medium_Load
2018-01-02 14:15:00,123.12,55.26,0.0,0.0,91.23,100.0,51300.0,Medium_Load
2018-01-02 14:30:00,129.1,53.5,0.0,0.0,92.38,100.0,52200.0,Medium_Load
2018-01-02 14:45:00,82.08,27.58,0.0,0.0,94.79,100.0,92894.44937733976,Medium_Load
2018-01-02 15:00:00,143.89,60.91,0.0,0.0,88.19,100.0,54000.0,Medium_Load
2018-01-02 15:15:00,86.9,34.27,0.0,0.0,93.03,100.0,54900.0,Medium_Load
2018-01-02 15:30:00,141.44,62.57,0.0,0.0,91.45,100.0,55800.0,Medium_Load
2018-01-02 15:45:00,116.53,52.88,0.0,0.0,91.06,100.0,56700.0,Medium_Load
2018-01-02 16:00:00,129.31,61.16,0.0,0.0,88.19,100.0,57600.0,Medium_Load
2018-01-02 16:15:00,136.44,125.49648665486598,0.0,0.0,92.33,100.0,58500.0,Medium_Load
2018-01-02 16:30:00,85.72,34.85,0.0,0.0,92.64,100.0,59400.0,Medium_Load
2018-01-02 16:45:00,147.46,65.27,0.0,0.0,91.44,100.0,172574.55836484054,Medium_Load
2018-01-02 17:00:00,86.94,30.78,0.0,0.0,88.19,100.0,61200.0,Medium_Load
2018-01-02 17:15:00,67.25,25.81,0.0,0.0,93.36,100.0,62100.0,Maximum_Load
2018-01-02 17:30:00,115.78,50.04,0.0,0.0,88.19,100.0,63000.0,Maximum_Load
2018-01-02 17:45:00,113.11,34.63,0.0,0.0,95.62,100.0,63900.0,Maximum_Load
2018-01-02 18:00:00,174.1168398910155,11.74,1.04,0.0,98.85,99.99,64800.0,Maximum_Load
2018-01-02 18:15:00,41.9,15.23,0.14,0.0,93.98,100.0,157359.1790277054,Maximum_Load
2018-01-02 18:30:00,37.4,35.326389370961,0.0,0.0,88.24,100.0,66600.0,Maximum_Load
2018-01-02 18:45:00,40.25,8.82,0.5,0.0,97.68,99.99,67500.0,Maximum_Load
2018-01-02 19:00:00,34.92,1.98,1.58,0.0,99.84,99.9,68400.0,Maximum_Load
2018-01-02 19:15:00,41.36,15.20644385047484,0.43,0.0,98.81,99.99,69300.0,Maximum_Load
2018-01-02 19:30:00,35.96,2.52,1.37,0.0,99.76,99.93,138653.25999122107,Maximum_Load
2018-01-02 19:45:00,39.42,11.477384826469104,1.221759222291435,0.0,99.11,99.99,71100.0,Maximum_Load
2018-01-02 20:00:00,38.16,4.68,0.5,0.0,99.26,99.99,72000.0,Maximum_Load
2018-01-02 20:15:00,33.23,1.51,3.96,0.0,99.9,99.3,72900.0,Medium_Load
2018-01-02 20:30:00,25.88,0.0,12.13,0.0,100.0,90.55,73800.0,Medium_Load
2018-01-02 20:45:00,10.84,0.0,23.22,0.0,100.0,42.3,74700.0,Medium_Load
2018-01-02 21:00:00,9.29,0.0,23.51,0.0,100.0,36.75,75600.0,Medium_Load
2018-01-02 21:15:00,6.98,0.0,25.16,0.0,88.19,26.73,76500.0,Medium_Load
2018-01-02 21:30:00,14.686102869356825,0.0,26.5,0.0,100.0,18.93,77400.0,Medium_Load
2018-01-02 21:45:00,5.08,0.0,26.42,0.0,100.0,18.88,78300.0,Medium_Load
2018-01-02 22:00:00,5.04,0.0,26.46,0.0,100.0,18.71,211662.16355628055,Medium_Load
2018-01-02 22:15:00,4.93,5.405065859699215,15.44,0.0,93.69,30.42,80100.0,Maximum_Load
2018-01-02 22:30:00,13.163588106820592,5.22,0.0,0.0,66.44,100.0,81000.0,Maximum_Load
2018-01-02 22:45:00,4.68,13.70329944029384,0.0,0.0,67.04,100.0,81900.0,Maximum_Load
2018-01-02 23:00:00,4.68,5.11,0.0,0.0,67.54,100.0,82800.0,Maximum_Load
2018-01-02 23:15:00,4.57,4.54,0.0,0.0,70.94,100.0,83700.0,Light_Load
2018-01-02 23:30:00,4.57,4.25,0.0,0.0,73.23,100.0,84600.0,Light_Load
2018-01-02 23:45:00,4.54,4.25,0.0,0.0,73.0,100.0,85500.0,Light_Load
2018-01-03 00:00:00,4.57,4.5,0.0,0.0,90.08,100.0,0.0,Light_Load
2018-01-03 00:15:00,4.61,4.61,0.0,0.0,70.71,100.0,1630.5563489804804,Light_Load
2018-01-03 00:30:00,4.61,4.54,0.0,0.0,71.25,100.0,1800.0,Light_Load
2018-01-03 00:45:00,4.57,8.379135012059297,0.0,0.0,71.25,100.0,2700.0,Light_Load
2018-01-03 01:00:00,4.57,5.18,0.0,0.0,70.4,100.0,6365.583601440176,Light_Load
2018-01-03 01:15:00,4.64,4.46,0.0,0.0,72.1,100.0,4500.0,Light_Load
2018-01-03 01:30:00,4.64,4.57,0.0,0.0,71.25,100.0,5400.0,Light_Load
2018-01-03 01:45:00,5.29,4.79,0.0,0.0,69.34,100.0,6300.0,Light_Load
2018-01-03 02:00:00,4.57,4.5,0.0,0.0,71.25,100.0,7200.0,Light_Load
2018-01-03 02:15:00,4.61,4.39,0.0,0.0,72.42,100.0,8100.0,Light_Load
2018-01-03 02:30:00,9.37047751378704,4.75,0.0,0.0,69.88,100.0,19440.372485035343,Light_Load
2018-01-03 02:45:00,4.64,4.75,0.0,0.0,69.88,100.0,9900.0,Light_Load
2018-01-03 03:00:00,4.57,4.75,0.0,0.0,69.33,100.0,10800.0,Light_Load
2018-01-03 03:15:00,4.64,5.11,0.0,0.0,67.22,100.0,11700.0,Light_Load
2018-01-03 03:30:00,4.64,4.72,0.0,0.0,88.19,100.0,30473.831472648057,Light_Load
2018-01-03 03:45:00,4.68,4.68,0.0,0.0,70.71,100.0,13500.0,Light_Load
2018-01-03 04:00:00,4.57,4.46,0.0,0.0,71.57,100.0,14400.0,Light_Load
2018-01-03 04:15:00,13.128876215520176,4.32,0.0,0.0,72.44,100.0,15300.0,Light_Load
2018-01-03 04:30:00,4.61,4.46,0.0,0.0,88.19,100.0,16200.0,Light_Load
2018-01-03 04:45:00,4.57,4.32,0.0,0.0,72.67,100.0,40417.188111298616,Light_Load
2018-01-03 05:00:00,4.61,4.32,0.0,0.0,72.97,100.0,45000.0,Light_Load
2018-01-03 05:15:00,5.29,11.784353057603434,0.0,0.0,73.89,100.0,18900.0,Light_Load
2018-01-03 05:30:00,4.57,12.115306410087488,0.0,0.0,73.55,100.0,19800.0,Light_Load
2018-01-03 05:45:00,4.57,4.43,0.0,0.0,71.8,100.0,20700.0,Light_Load
2018-01-03 06:00:00,4.57,4.5,0.0,0.0,88.19,100.0,21600.0,Light_Load
2018-01-03 06:15:00,10.356541508207568,4.61,0.0,0.0,70.94,100.0,22500.0,Light_Load
2018-01-03 06:30:00,4.57,5.18,0.0,0.0,88.19,100.0,23400.0,Light_Load
2018-01-03 06:45:00,4.61,4.54,0.0,0.0,71.25,100.0,24300.0,Light_Load
2018-01-03 07:00:00,4.54,4.28,0.0,0.0,72.76,100.0,25200.0,Light_Load
2018-01-03 07:15:00,4.46,4.18,0.0,0.0,72.96,100.0,26100.0,Light_Load
2018-01-03 07:30:00,6.12,4.25,0.0,0.0,82.14,100.0,68879.90180683888,Light_Load
2018-01-03 07:45:00,7.92,4.68,0.0,0.0,86.09,100.0,27900.0,Light_Load
2018-01-03 08:00:00,9.58,4.36,0.0,0.0,88.19,100.0,28800.0,Light_Load
2018-01-03 08:15:00,37.01,21.56,0.0,0.02,86.41,100.0,29700.0,Light_Load
2018-01-03 08:30:00,5.29,35.86,0.0,0.03,90.13,100.0,30600.0,Light_Load
2018-01-03 08:45:00,109.48,53.32,0.0,0.05,89.9,100.0,31500.0,Light_Load
2018-01-03 09:00:00,105.08,31.82,0.0,0.05,95.71,100.0,32400.0,Light_Load
2018-01-03 09:15:00,121.79,41.26,0.0,0.06,94.71,100.0,33300.0,Medium_Load
2018-01-03 09:30:00,114.48,30.24,0.0,0.05,96.68,100.0,34200.0,Medium_Load
2018-01-03 09:45:00,5.29,21.96,0.0,0.0671658772132206,95.89,100.0,35100.0,Medium_Load
2018-01-03 10:00:00,54.32,7.13,0.0906194417431353,0.02,99.15,100.0,36000.0,Medium_Load
2018-01-03 10:15:00,75.17,54.01234885560698,0.0,0.03,94.87,100.0,36900.0,Maximum_Load
2018-01-03 10:30:00,58.07,12.24,0.0,0.0724384518971164,97.85,100.0,37800.0,Maximum_Load
2018-01-03 10:45:00,67.03,15.08,0.0,0.03,97.56,100.0,38700.0,Maximum_Load
2018-01-03 11:00:00,74.59,5.18,0.04,0.03,90.08,100.0,39600.0,Maximum_Load
2018-01-03 11:15:00,57.56,23.9,0.0,0.03,92.36,100.0,40500.0,Maximum_Load
2018-01-03 11:30:00,78.62,48.06,0.0,0.04,85.32,100.0,41400.0,Maximum_Load
2018-01-03 11:45:00,122.59873400856569,44.17,0.0,0.03,84.28,100.0,42300.0,Maximum_Load
2018-01-03 12:00:00,74.05,44.78,0.0,0.03,85.57,100.0,43200.0,Maximum_Load
2018-01-03 12:15:00,11.27,0.5,20.45,0.01,99.9,100.0,44100.0,Medium_Load
2018-01-03 12:30:00,8.21,0.0,26.21,0.0,100.0,72.22950595616192,45000.0,Medium_Load
2018-01-03 12:45:00,22.532873139188847,0.0,25.56,0.0,88.19,30.34,45900.0,Medium_Load
2018-01-03 13:00:00,7.7,0.0,25.74,0.0,100.0,28.66,46800.0,Medium_Load
2018-01-03 13:15:00,51.26,21.38,6.08,0.02,92.29,99.3,47700.0,Medium_Load
2018-01-03 13:30:00,128.82443223457994,13.64,0.0,0.02,96.81,100.0,48600.0,Medium_Load
2018-01-03 13:45:00,55.84,17.24,0.0,0.03,95.55,100.0,49500.0,Medium_Load
2018-01-03 14:00:00,57.2,17.32,0.0,0.03,95.71,100.0,50400.0,Medium_Load
2018-01-03 14:15:00,76.57,30.6,0.0,0.04,92.86,100.0,51300.0,Medium_Load
2018-01-03 14:30:00,61.13,20.45,0.0,0.03,94.83,100.0,52200.0,Medium_Load
2018-01-03 14:45:00,66.74,5.18,0.0,0.0747804044817911,92.98,100.0,53100.0,Medium_Load
2018-01-03 15:00:00,55.8,16.42,0.0,0.03,95.93,100.0,96432.38963780526,Medium_Load
2018-01-03 15:15:00,57.46,47.626265304929696,0.0,0.0541150595657491,95.31,100.0,54900.0,Medium_Load
2018-01-03 15:30:00,71.28,28.08,0.0,0.03,93.04,100.0,55800.0,Medium_Load
2018-01-03 15:45:00,73.15,28.62,0.0,0.03,93.13,100.0,56700.0,Medium_Load
2018-01-03 16:00:00,68.98,25.81,0.0,0.03,93.66,100.0,57600.0,Medium_Load
2018-01-03 16:15:00,85.0,27.79,0.0,0.04,95.05,100.0,58500.0,Medium_Load
2018-01-03 16:30:00,116.53,41.9,0.0,0.05,94.1,100.0,59400.0,Medium_Load
2018-01-03 16:45:00,118.62,39.06,0.0,0.05,94.98,100.0,60300.0,Medium_Load
2018-01-03 17:00:00,105.05,35.64,0.0,0.05,94.7,100.0,61200.0,Medium_Load
2018-01-03 17:15:00,140.51,52.96,0.0,0.06,93.57,100.0,62100.0,Maximum_Load
2018-01-03 17:30:00,114.01,41.15,0.0,0.05,94.06,100.0,63000.0,Maximum_Load
2018-01-03 17:45:00,125.96,39.2,0.0,0.06,95.48,100.0,63900.0,Maximum_Load
2018-01-03 18:00:00,73.62,13.25,1.69,0.03,98.42,100.0,64800.0,Maximum_Load
2018-01-03 18:15:00,36.22,12.74,0.54,0.02,94.33,99.99,65700.0,Maximum_Load
2018-01-03 18:30:00,39.82,18.43,0.0,0.02,90.75,100.0,66600.0,Maximum_Load
2018-01-03 18:45:00,37.08,4.18,1.94,0.02,99.37,99.86,67500.0,Maximum_Load
2018-01-03 19:00:00,42.98,5.47,0.18,0.02,99.2,100.0,68400.0,Maximum_Load
2018-01-03 19:15:00,37.94,0.86,1.58,0.02,99.97,99.91,69300.0,Maximum_Load
2018-01-03 19:30:00,39.71,3.74,2.116780991578133,0.02,88.19,99.98,70200.0,Maximum_Load
2018-01-03 19:45:00,43.2,5.69,0.18,0.02,99.14,100.0,175339.03726876192,Maximum_Load
2018-01-03 20:00:00,37.33,1.19,1.66,0.02,99.95,99.9,72000.0,Maximum_Load
2018-01-03 20:15:00,41.0,5.62,0.54,0.02,99.07,99.99,72900.0,Medium_Load
2018-01-03 20:30:00,37.3,2.88,1.22,0.0478541647408435,99.7,99.95,73800.0,Medium_Load
2018-01-03 20:45:00,32.72,5.8505212138337965,6.98,0.02,99.81,97.8,74700.0,Medium_Load
